Country;Lat;Long;Population
US;20.86399628;-156.5689097;167417
US;43.4526575;-116.2415516;481587
US;44.89333571;-116.4545247;4294
US;42.67002716;-112.2233311;87808
US;42.28269683;-111.3289238;6125
US;47.21754179;-116.6586851;9298
US;43.2167288;-112.3978437;46811
US;43.4085812;-113.9752658;23021
US;43.98829931;-115.7309284;7831
US;48.29996017;-116.6017932;45739
US;43.38713372;-111.6161537;119062
US;48.76684761;-116.4630179;12245
US;43.72592209;-113.1735463;2597
US;43.46665742;-114.8065892;1106
US;43.61970148;-116.7095499;229849
US;42.77149116;-111.5597683;7155
US;42.28347888;-113.6012409;24030
US;44.28496071;-112.3505704;845
US;46.67459924;-115.6622393;8756
US;44.24186819;-114.2855494;4315
US;43.3507101;-115.4701578;27511
US;42.18332217;-111.8149666;13876
US;44.22800938;-111.4809943;13099
US;44.06482372;-116.398376;18112
US;42.96927962;-114.8108306;15179
US;45.84721541;-115.4634436;16667
US;43.82078483;-112.3131749;29871
US;42.68891267;-114.2655033;24412
US;47.67282258;-116.7020872;165697
US;46.81587887;-116.7113698;40108
US;44.9438088;-113.9309747;8027
US;46.23315327;-116.434146;3838
US;43.0012336;-114.1358773;5366
US;43.78141028;-111.6538474;39907
US;42.85518524;-113.6357257;21039
US;46.32638236;-116.7500975;40408
US;42.1949428;-112.5407838;4531
US;42.58016894;-116.1693871;11823
US;44.00545243;-116.7647695;23951
US;42.69254894;-112.8395742;7681
US;47.35364087;-115.8916749;12882
US;43.75303583;-111.2056773;12142
US;42.35440512;-114.6685381;86878
US;44.76728382;-115.5676773;11392
US;44.45275475;-116.7847688;10194
US;39.98815591;-91.18786813;65435
US;37.18049267;-89.32910838;5761
US;38.88829622;-89.43534887;16426
US;42.32359279;-88.82345779;53544
US;39.96209138;-90.75068024;6578
US;41.40385234;-89.5283051;32628
US;39.16840183;-90.66330078;4739
US;42.06823429;-89.93395545;14305
US;39.96991073;-90.24734436;12147
US;40.13919438;-88.20046615;209689
US;39.54581621;-89.27780482;32304
US;39.33425789;-87.78705622;15441
US;38.75388572;-88.48914513;13184
US;38.60704876;-89.42385254;37562
US;39.51949084;-88.22358557;50621
US;41.84144849;-87.81658794;5150233
US;39.0032229;-87.75954624;18667
US;39.27432424;-88.2401158;10766
US;41.89373302;-88.76958483;104897
US;40.17514519;-88.90959682;15638
US;39.76768052;-88.21854195;19465
US;41.85116968;-88.08642662;922921
US;39.6809186;-87.74759563;17161
US;38.41353228;-88.05720863;6395
US;39.05935711;-88.58969584;34008
US;39.00072038;-89.02452658;21336
US;40.59706922;-88.22350769;12961
US;37.99189086;-88.92567818;38469
US;40.47289135;-90.20862357;34340
US;37.76430935;-88.22953869;4828
US;39.35907414;-90.388865;12969
US;41.28569601;-88.41905692;51054
US;38.08163641;-88.53883373;8116
US;40.40423981;-91.16313899;17708
US;37.51810645;-88.26873022;3821
US;40.81908672;-90.92491462;6646
US;41.3533994;-90.13296166;48913
US;40.74717633;-87.82466784;27114
US;37.78595185;-89.38232563;56750
US;39.01054275;-88.15437049;9610
US;38.29980057;-88.9240025;37684
US;39.08869046;-90.35393073;21773
US;42.36542373;-90.21094405;21235
US;37.45939802;-88.88165419;12417
US;41.93842729;-88.42861412;532403
US;41.13746989;-87.86205334;109862
US;41.59081014;-88.42869583;128990
US;40.93148779;-90.2133034;49699
US;42.3224907;-88.00367925;696535
US;41.3442613;-88.88633881;108669
US;38.71987914;-87.72884035;15678
US;41.74583951;-89.29977132;34096
US;40.89188292;-88.55784752;35648
US;40.12581572;-89.36638784;28618
US;40.45674722;-90.67775541;29682
US;42.32451172;-88.45248227;307774
US;40.48996987;-88.84621113;171517
US;39.86064913;-88.96342505;104009
US;39.26119767;-89.92424028;44926
US;38.83042506;-89.90422563;262966
US;38.64963204;-88.91899208;37205
US;41.0327901;-89.34510444;11438
US;40.23917274;-89.91824452;13359
US;37.22078441;-88.71036614;13772
US;40.02742725;-89.80246001;12196
US;41.20596782;-90.74290052;15437
US;38.27594376;-90.17761038;34637
US;39.23198845;-89.47809254;28414
US;39.71654544;-90.20255104;33658
US;39.64187451;-88.62099969;14501
US;42.04165196;-89.32184679;50643
US;40.78702156;-89.76078901;179179
US;38.08510853;-89.36856219;20916
US;40.01360584;-88.59319339;16344
US;39.62265059;-90.8877017;15561
US;37.41391284;-88.56152109;4177
US;37.22631423;-89.13085001;5335
US;41.2013541;-89.2869272;5739
US;38.05095369;-89.82512254;31782
US;38.71240969;-88.08475366;15513
US;41.46613806;-90.57042164;141879
US;38.46996033;-89.93063427;259686
US;37.75332999;-88.54119706;23491
US;39.75836914;-89.65872023;194672
US;40.1571798;-90.61114163;6768
US;39.6429169;-90.47814431;4951
US;39.39133527;-88.80611122;21634
US;41.09309773;-89.79745866;5342
US;42.35129217;-89.662598;44498
US;40.50716185;-89.51404662;131803
US;37.47119609;-89.25548938;16653
US;40.18417171;-87.73384359;75758
US;38.44272901;-87.84922065;11520
US;40.84925021;-90.6147432;16844
US;38.35309213;-89.40982703;13887
US;38.42955355;-88.42586459;16215
US;38.08706198;-88.17657461;13537
US;41.75509713;-89.91556058;55175
US;41.44619267;-87.97862712;690743
US;37.73033511;-88.92994027;66597
US;42.33641854;-89.16085327;282572
US;40.78579374;-89.20973757;38459
US;40.7457653;-84.93671406;35777
US;41.09194313;-85.06800636;379299
US;39.20744865;-85.89558181;83779
US;40.60626947;-87.31093999;8748
US;40.47388153;-85.32499702;11758
US;40.0509304;-86.46841646;67843
US;39.19605589;-86.22868909;15092
US;40.5807832;-86.56198812;20257
US;40.76135835;-86.34830753;37689
US;38.48015445;-85.70510334;118302
US;39.39561833;-87.11723506;26225
US;40.30319754;-86.47277257;32399
US;38.28814402;-86.44518825;10577
US;38.70186039;-87.07185406;33351
US;39.14647946;-84.97333539;49458
US;39.30712658;-85.50087166;26559
US;41.39804622;-84.99906934;43475
US;40.22787247;-85.39732772;114135
US;38.36597551;-86.8792417;42736
US;41.59761169;-85.85875695;206341
US;39.63684962;-85.17797541;23102
US;38.32117957;-85.90385377;78522
US;40.12361933;-87.24217689;16346
US;39.4142482;-85.06062647;22758
US;41.0469907;-86.26252745;19974
US;38.30393723;-87.58054938;33659
US;40.51587228;-85.65468702;65769
US;39.03630547;-86.96223202;31922
US;40.07306535;-86.05244729;338011
US;39.82304555;-85.77566351;78168
US;38.19467379;-86.10948271;40515
US;39.76719009;-86.51037283;170311
US;39.93029017;-85.39625719;47972
US;40.48527731;-86.11351892;82544
US;40.82907273;-85.48822092;36520
US;38.9091582;-86.03851889;44231
US;41.02078733;-87.11553319;33562
US;40.43781032;-85.00576229;20436
US;38.78576239;-85.43633383;32308
US;38.99588883;-85.62710784;27735
US;39.48994426;-86.10149107;158167
US;38.68861576;-87.4194665;36594
US;41.24521668;-85.86312322;79456
US;41.64232188;-85.42674232;39614
US;41.41874274;-87.38277575;485493
US;41.54366008;-86.74072188;109888
US;38.84112637;-86.48361629;45370
US;40.16143691;-85.71964711;129569
US;39.78163624;-86.13826325;964582
US;41.32467367;-86.26185087;46258
US;38.7099921;-86.80373186;10255
US;40.76940965;-86.04525048;35516
US;39.16130004;-86.52414358;148431
US;40.04034823;-86.89335024;38338
US;39.47899078;-86.44573375;70489
US;40.95610449;-87.39635768;13984
US;41.39672484;-85.41966713;47744
US;38.955305;-84.96515993;5875
US;38.5411892;-86.49523093;19646
US;39.31145587;-86.83900724;20799
US;39.77202286;-87.20375833;16937
US;38.07809328;-86.63741946;19169
US;38.40112197;-87.23574907;12389
US;41.45986947;-87.06848888;170389
US;38.02097333;-87.86480429;25427
US;41.04166107;-86.69890683;12353
US;39.66437981;-86.84517605;37576
US;40.15734772;-85.01139319;24665
US;39.10235626;-85.26212744;28324
US;39.62002287;-85.4655599;16581
US;41.61756781;-86.29040834;271826
US;38.68672078;-85.74627859;23873
US;39.52305623;-85.7915857;44729
US;38.01519732;-87.0079644;20277
US;41.27890281;-86.64686895;22995
US;41.64423868;-85.00101094;34594
US;39.08952258;-87.41414469;20669
US;38.82767338;-85.03022429;10751
US;40.38872739;-86.89413959;195732
US;40.31123252;-86.05234925;15148
US;39.62550777;-84.92497066;7054
US;38.02658833;-87.58763124;181451
US;39.8523352;-87.46160542;15498
US;39.42944561;-87.39169027;107038
US;40.84704239;-85.79328272;30996
US;40.34728141;-87.35602659;8265
US;38.08922676;-87.2716085;62998
US;38.60219804;-86.1049363;28036
US;39.8633444;-85.01044989;65884
US;40.72934187;-85.22132966;28296
US;40.74911165;-86.86492015;24102
US;41.13863784;-85.50791236;33964
US;41.33075609;-94.47105874;7152
US;41.02903567;-94.69932645;3602
US;43.28383218;-91.37860922;13687
US;40.74324454;-92.86865906;12426
US;41.6844628;-94.90581859;5496
US;42.08011739;-92.06463573;25645
US;42.4704581;-92.30524729;131228
US;42.03657094;-93.9313999;26234
US;42.77461496;-92.31795937;25062
US;42.4709188;-91.83510825;21175
US;42.73545875;-95.15100162;19620
US;42.73172833;-92.79015971;14439
US;42.38521079;-94.64046046;9668
US;42.03617207;-94.86032705;20165
US;41.33149454;-94.92792482;12836
US;41.77233777;-91.13246684;18627
US;43.08177563;-93.2612239;42450
US;42.73538914;-95.62389402;11235
US;43.06001295;-92.31773347;11933
US;41.02868181;-93.78499767;9395
US;43.08247182;-95.15096481;16016
US;42.84443388;-91.34133693;17549
US;41.89981633;-90.53275096;46429
US;42.03718237;-95.3819718;16820
US;41.68560356;-94.04127625;93453
US;40.74773536;-92.41005468;9000
US;40.73742757;-93.78645949;7870
US;42.47104597;-91.3664492;17011
US;40.92012606;-91.18326592;38967
US;43.37787725;-95.1510206;17258
US;42.46815349;-90.88181925;97311
US;43.37782951;-94.67858943;9208
US;42.86271799;-91.8441231;19650
US;43.0600053;-92.78940097;15642
US;42.73270384;-93.26256925;10070
US;40.7454272;-95.60129045;6960
US;42.03614551;-94.39658081;8888
US;42.40183723;-92.78829551;12232
US;41.68378965;-94.50111014;10689
US;42.38382428;-93.70197703;14773
US;43.08178477;-93.73454884;10630
US;42.38353877;-93.23654611;16846
US;41.68330137;-95.81558439;14049
US;40.98767962;-91.54436349;19954
US;43.35671042;-92.31702714;9158
US;42.7764426;-94.20722537;9558
US;42.38696136;-95.51355387;6860
US;41.68630265;-92.0643373;16184
US;42.17178824;-90.57354837;19439
US;41.68576082;-93.05567785;37185
US;41.03192394;-91.94849466;18295
US;41.67169354;-91.58754744;151140
US;42.12118609;-91.13139641;20681
US;41.33649833;-92.1785067;10246
US;43.20405458;-94.20691791;14813
US;40.64181461;-91.48183025;33657
US;42.07923082;-91.59809485;226706
US;41.21842119;-91.26102611;11035
US;41.02958964;-93.32780803;8600
US;43.38107862;-96.20926845;11755
US;41.33081904;-94.01554631;16338
US;41.33521503;-92.64083907;22095
US;41.33445101;-93.09934783;33253
US;42.03586837;-92.9990819;39369
US;41.03299766;-95.61920963;15109
US;43.35638371;-92.78887719;10586
US;42.05220391;-95.95743843;8615
US;41.02988815;-92.8690667;7707
US;41.03018714;-95.15642896;9917
US;41.48370744;-91.1121697;42664
US;43.08310673;-95.62474482;13753
US;43.37824276;-95.62422844;5958
US;40.7393172;-95.1497813;15107
US;43.08193849;-94.67824621;8886
US;42.737633;-96.21366621;25177
US;42.73420133;-94.67862564;6619
US;41.68679484;-93.57767461;490161
US;41.33640314;-95.53907776;93206
US;41.68625425;-92.53155731;18504
US;40.73518949;-94.24368535;4894
US;42.38624071;-95.10547892;9721
US;41.63935978;-90.61959493;172943
US;41.6850066;-95.31015553;11454
US;43.08221074;-96.1767568;34855
US;42.03621213;-93.46499005;97117
US;42.07991767;-92.53266945;16854
US;40.73710579;-94.69778563;6121
US;41.0277278;-94.24234847;12241
US;40.75326764;-91.95017958;7044
US;41.03064984;-92.40954728;34969
US;41.33559454;-93.56007641;51466
US;41.33577126;-91.71725711;21965
US;40.73969028;-93.32752197;6441
US;42.42853483;-94.17987389;35904
US;43.37751174;-93.73407298;10354
US;43.29094334;-91.84422722;19991
US;42.38979414;-96.0459439;103107
US;43.37750768;-93.26087602;7381
US;42.73305373;-93.73515113;12562
US;37.88582951;-95.30030847;12369
US;38.21413251;-95.29272815;7858
US;39.53185661;-95.30870026;16073
US;37.2288586;-98.68460053;4427
US;38.47889676;-98.75636726;25779
US;37.85508555;-94.84865997;14534
US;39.82652589;-95.56421698;9564
US;37.78134351;-96.83878537;66911
US;38.30292938;-96.59563862;2648
US;37.14994405;-96.2454192;3250
US;37.16928494;-94.8462897;19939
US;39.78580976;-101.7318201;2657
US;37.23577007;-99.81883015;1994
US;39.34948772;-97.16518128;8002
US;39.48028352;-97.64925343;8786
US;38.2365018;-95.73379515;8179
US;37.1911452;-99.27113247;1700
US;37.23781842;-96.83776647;34908
US;37.50675523;-94.85245778;38818
US;39.78468441;-100.4594081;2827
US;38.86600962;-97.15532383;18466
US;39.79067154;-95.14056866;7600
US;38.88503636;-95.2925121;122259
US;37.88735543;-99.31263309;2798
US;37.45338105;-96.24369667;2530
US;38.91458712;-99.31751551;28553
US;38.69677695;-98.20462799;6102
US;38.04340344;-100.7381938;36467
US;37.69200114;-99.88825298;33619
US;38.56443815;-95.28644341;25544
US;38.99871131;-96.7577178;31670
US;38.91588178;-100.4829321;2636
US;39.34987223;-99.88332493;2482
US;37.56227336;-101.3079758;7150
US;37.73836671;-100.4369088;5988
US;38.4808095;-101.8061079;1232
US;37.8774388;-96.23250453;5982
US;37.99978709;-101.7921066;2539
US;37.19175361;-98.07578384;5436
US;38.04293782;-97.42747573;34429
US;37.5620394;-100.8710738;3968
US;38.08780079;-99.89829881;1794
US;39.41673394;-95.79356799;13171
US;39.2347941;-95.38289232;19043
US;39.78470589;-98.21820662;2879
US;38.88548175;-94.82250877;602401
US;38.00017981;-101.321681;3838
US;37.55909527;-98.13638678;7152
US;37.55848695;-99.2856537;2475
US;37.19113093;-95.29849679;19618
US;38.48119447;-100.4660754;1535
US;39.20183497;-95.03620809;81758
US;39.04549684;-98.20756994;2962
US;38.21267844;-94.84254089;9703
US;38.91735806;-101.148475;2794
US;38.45576156;-96.15275715;33195
US;38.39184858;-97.64769869;28542
US;38.35855394;-97.0985251;11884
US;39.78359669;-96.52278974;9707
US;37.23859987;-100.364831;4033
US;38.56383358;-94.83832189;34237
US;39.39331582;-98.20906732;5979
US;37.19236568;-95.74329258;31829
US;38.68827511;-96.65128437;5620
US;37.19141121;-101.7992519;2587
US;39.78345387;-96.01392079;10231
US;37.55862897;-95.30670046;16007
US;38.47974157;-99.91547333;2750
US;39.78443827;-99.90286639;5361
US;38.65235984;-95.72707998;15949
US;39.3503437;-98.76753828;3421
US;39.13237408;-97.65020313;5704
US;38.18108732;-99.23692334;6414
US;39.78465501;-99.34668865;5234
US;39.37925655;-96.34564657;24383
US;37.64780729;-98.73922153;9164
US;39.78525843;-101.0761617;2530
US;37.95230263;-98.08607292;61998
US;39.82799632;-97.65036709;4636
US;38.34616184;-98.19992118;9537
US;39.28935726;-96.73420026;74232
US;39.35022773;-99.32484567;4920
US;38.52275276;-99.30863983;3036
US;38.91462787;-98.76254297;6856
US;38.78369175;-97.65185177;54224
US;38.48222076;-100.9066539;4823
US;37.6842718;-97.4608198;516042
US;37.19324632;-100.8507201;21428
US;39.04100763;-95.7557264;176875
US;39.35018161;-100.4418259;2521
US;39.35147699;-101.7197624;5917
US;39.78516566;-98.78566062;3583
US;38.03100851;-98.71762001;4156
US;37.56304714;-101.7843534;2006
US;37.1923008;-101.3118967;5485
US;37.23682549;-97.47721621;22836
US;39.35107575;-101.0553705;7777
US;38.91467218;-99.87284448;2803
US;38.95471985;-96.20350509;6931
US;38.91686134;-101.7638876;1518
US;39.78420784;-97.0875323;5406
US;38.48178252;-101.3471509;2119
US;37.55937174;-95.74323255;8525
US;37.8865336;-95.74006277;3138
US;39.11727348;-94.76378225;165429
US;37.10459774;-85.28129668;19202
US;36.75197631;-86.19457544;21315
US;38.00671029;-84.99171713;22747
US;37.05842757;-88.99427697;7888
US;36.96469836;-85.93338945;44249
US;38.14735938;-83.74588932;12500
US;36.73355174;-83.67766671;26032
US;38.97065142;-84.72615357;133581
US;38.2054607;-84.21827874;19788
US;38.36176608;-82.68652187;46718
US;37.62680923;-84.8633779;30060
US;38.69158994;-84.08532444;8303
US;37.52333168;-83.31959161;12630
US;37.77377239;-86.42885017;20477
US;37.97162523;-85.68955617;81676
US;37.20946153;-86.68748787;12879
US;37.14749129;-87.86948214;12747
US;36.62093411;-88.2731593;39001
US;38.94384345;-84.37875208;93584
US;36.85372876;-88.9669222;4760
US;38.66599534;-85.12601074;10631
US;38.31690743;-83.05092385;26797
US;37.32533118;-84.92726209;16159
US;36.89267803;-87.49055367;70461
US;37.9689263;-84.14615986;36263
US;37.16451126;-83.712575;19901
US;36.72581156;-85.13377529;10218
US;37.35839237;-88.0882609;8806
US;36.78926125;-85.39050034;6614
US;37.73028906;-87.0901948;101511
US;37.21218923;-86.23955613;12150
US;38.11624059;-83.09771563;7517
US;37.69241417;-83.95956369;14106
US;38.0368225;-84.45576892;323152
US;38.36758311;-83.69657514;14581
US;37.56213922;-82.74750924;35589
US;38.2379395;-84.87962551;50991
US;36.55238827;-89.20140068;5969
US;38.75398691;-84.8558382;8869
US;37.6388668;-84.53289319;17666
US;38.64962758;-84.62415957;25069
US;36.72292505;-88.65143315;37266
US;37.46231118;-86.34248968;26427
US;37.26484328;-85.5540745;10941
US;38.54332505;-82.9215658;35098
US;37.83766422;-86.78280584;8722
US;37.6976111;-85.96319251;110958
US;36.85699301;-83.21899516;26010
US;38.44188174;-84.32869741;18886
US;37.29943898;-85.88461055;19035
US;37.79344553;-87.57392021;45210
US;38.44942688;-85.11587507;16126
US;36.6794808;-88.97875928;4380
US;37.30939025;-87.54670406;44686
US;37.41866422;-83.99825483;13329
US;38.18664655;-85.65931031;766757
US;37.87119786;-84.58252003;54115
US;37.85106355;-82.8264322;22188
US;38.93950319;-84.53241199;166998
US;37.35388197;-82.94981134;14806
US;36.89225732;-83.85403396;31145
US;37.54567114;-85.70138352;14398
US;37.10975748;-84.11321779;60813
US;38.07136018;-82.72882223;15317
US;37.59645942;-83.71513901;7403
US;37.09246661;-83.37999606;9877
US;37.12306748;-82.85346474;21553
US;38.53184419;-83.37735618;13275
US;37.45475628;-84.6565327;24549
US;37.21137452;-88.34797529;9194
US;36.85949479;-86.877635;27102
US;37.02080035;-88.07886257;8210
US;37.05350953;-88.70445755;65418
US;36.73874143;-84.48102924;17231
US;37.5301951;-87.26803443;9207
US;37.71659336;-84.27220275;92987
US;37.70820545;-83.0657714;12161
US;37.55218078;-85.26898542;19273
US;36.8800707;-88.32803576;31100
US;37.79990579;-82.51247478;11195
US;38.59471935;-83.82151043;17070
US;37.96163597;-86.21028219;28572
US;37.94090733;-83.59985712;6489
US;37.81474237;-84.87488475;21933
US;36.99459295;-85.63123699;10071
US;36.71225341;-85.71596443;10650
US;38.03253032;-83.9145241;28157
US;37.92465657;-83.25558245;13309
US;37.21425819;-87.14632053;30622
US;37.80335779;-85.4657193;46233
US;38.33342292;-84.01889177;7269
US;37.47751843;-86.85368087;23994
US;38.39791089;-85.448222;66799
US;38.51679143;-84.82404619;10901
US;37.42823949;-83.68811419;4415
US;38.69607718;-84.35599463;14590
US;37.25023553;-83.22922731;25758
US;37.47088263;-82.39487445;57876
US;37.83218794;-83.82553961;12359
US;37.10466131;-84.57629079;64979
US;38.51923469;-84.05055616;2108
US;37.36642393;-84.31176452;16695
US;38.19484205;-83.42088935;24460
US;36.99308373;-85.06070117;17923
US;38.29622293;-84.5816631;57004
US;38.21476019;-85.194223;49024
US;36.74058474;-86.58047435;18572
US;38.03223971;-85.32749335;19351
US;37.3677562;-85.3329931;25769
US;36.8381152;-87.17878374;12294
US;36.80767017;-87.87333656;14651
US;38.61056487;-85.33775972;8471
US;37.66166713;-87.94300009;14381
US;36.99903045;-86.42672751;132896
US;37.75599461;-85.17407732;12095
US;36.80310688;-84.8251971;20333
US;37.52168356;-87.67989953;12942
US;36.75700531;-84.14541217;36264
US;37.73941626;-83.49303612;7157
US;38.04178222;-84.7417556;26734
US;30.2950649;-92.41419698;62045
US;30.65385745;-92.82442028;25627
US;30.20406249;-90.9132841;126604
US;29.89946234;-91.06461642;21891
US;31.07796211;-92.00079449;40144
US;30.64836518;-93.34173616;37497
US;32.34569994;-93.05398492;13241
US;32.67932307;-93.60460152;127039
US;32.57991587;-93.88375652;240204
US;30.22931235;-93.35400434;203436
US;32.0902519;-92.11752148;9918
US;29.87592238;-93.19310676;6973
US;31.66778967;-91.84526385;9494
US;32.82308512;-92.99526883;15670
US;31.44817835;-91.63814433;19259
US;32.05457447;-93.74130302;27463
US;30.53842039;-91.09777565;440059
US;32.73926954;-91.23425694;6861
US;30.84425359;-91.04976723;19135
US;30.72985248;-92.39915924;33395
US;32.13675181;-91.67589857;20015
US;31.59882456;-92.56124347;22389
US;29.86803617;-91.75871777;69830
US;30.25734305;-91.3499598;32511
US;32.30251776;-92.55692092;15744
US;29.74075478;-90.11115756;432493
US;30.26896765;-92.81210004;31368
US;30.2049055;-92.06959876;244390
US;29.52470226;-90.40976986;97614
US;31.67884782;-92.15907765;14892
US;32.6003154;-92.6659741;46742
US;30.44143993;-90.73061664;140789
US;32.36918118;-91.23973355;10951
US;32.81686191;-91.80421614;24874
US;31.72321584;-93.09816516;38158
US;30.06971951;-89.92660315;390144
US;32.47645559;-92.15704172;153279
US;29.42245447;-89.60322085;23197
US;30.71409502;-91.60209535;21730
US;31.19778499;-92.52997303;129648
US;32.09530039;-93.34213308;8442
US;32.41391005;-91.76634876;20122
US;31.56388699;-93.55433981;23884
US;29.87761636;-89.51887093;47244
US;29.90709658;-90.35555967;53100
US;30.82210324;-90.71013176;10132
US;30.02531716;-90.80212061;21096
US;30.12597499;-90.4753503;42837
US;30.59724262;-92.00135806;82124
US;30.13112107;-91.61403569;53431
US;29.69262097;-91.44702164;49348
US;30.40942847;-89.95642711;260419
US;30.62888673;-90.40664996;134758
US;32.00760749;-91.32915234;4334
US;29.37343766;-90.82626855;110461
US;32.83121059;-92.3749373;22108
US;29.83517605;-92.30292538;59511
US;31.10884837;-93.18153838;47429
US;30.85288548;-90.03866652;46194
US;32.70847669;-93.33121835;38340
US;30.46058217;-91.30989571;26465
US;32.78550125;-91.461201;10830
US;30.87882871;-91.4148538;15568
US;31.94449367;-92.63789413;13904
US;44.1664747;-70.20380627;108277
US;46.65926321;-68.59841248;67055
US;43.8370751;-70.37226999;295003
US;44.97330019;-70.44381045;30199
US;44.59816444;-68.38401854;54987
US;44.40759555;-69.76738544;122302
US;44.11486325;-69.10529169;39772
US;44.05996956;-69.54227124;34634
US;44.49952995;-70.75682123;57975
US;45.40194593;-68.65020455;152148
US;45.83839062;-69.2860223;16785
US;43.95415864;-69.85074999;35856
US;45.51229767;-69.95995554;50484
US;44.4858305;-69.12061935;39715
US;45.01607142;-67.62813524;31379
US;43.47808377;-70.71052375;207641
US;39.62357628;-78.69280486;70416
US;39.00670238;-76.60329337;579234
US;39.45784712;-76.62911955;827370
US;38.53961642;-76.56820632;92525
US;38.87172293;-75.82904158;33406
US;39.56453592;-77.02373735;168447
US;39.56647682;-75.94627411;102855
US;38.51092331;-76.98580666;163257
US;38.45413522;-76.02752426;31929
US;39.47296601;-77.39999394;259547
US;39.52786077;-79.27355126;29014
US;39.55010644;-76.3077594;255441
US;39.25305293;-76.93126208;325690
US;39.24976208;-76.04741541;19422
US;39.13676329;-77.20358245;1050688
US;38.83070039;-76.8496441;909327
US;39.06198912;-76.03530977;50381
US;38.30058422;-76.6062928;113510
US;38.1163542;-75.75118623;25616
US;38.76618159;-76.10882561;37181
US;39.60835778;-77.82002295;151049
US;38.37301947;-75.62705831;103609
US;38.21274277;-75.33200012;52276
US;39.30211911;-76.61151012;593490
US;41.72980578;-70.28854339;212990
US;42.37428441;-73.20524838;124944
US;41.79228404;-71.10872211;565217
US;41.40674725;-70.68763497;17332
US;42.6687626;-70.94687179;789034
US;42.58119713;-72.58602547;70180
US;42.13440424;-72.63235561;466372
US;42.33997957;-72.65898478;160830
US;42.48607732;-71.39049229;1611699
US;41.2942019;-70.08774729;11399
US;42.16073095;-71.20530408;706775
US;41.94070556;-70.80802823;521202
US;42.3279514;-71.07850442;803907
US;42.35026951;-71.90493363;830622
US;44.6846864;-83.59507875;10405
US;46.41292944;-86.60260122;9108
US;42.59147037;-85.89102866;118081
US;45.03477666;-83.62212411;28405
US;44.99690221;-85.15503082;23324
US;44.0636262;-83.89277559;14883
US;46.6720582;-88.36363591;8209
US;42.59513984;-85.30834519;61550
US;43.70639106;-83.98731479;103126
US;44.63899297;-86.01608482;17766
US;41.95447397;-86.4131308;153401
US;41.91600556;-85.05929476;43517
US;42.24633834;-85.00493569;134159
US;41.91522292;-85.99405727;51787
US;45.37790017;-85.19614053;26143
US;45.44787015;-84.50122149;25276
US;46.29552653;-84.54353449;37349
US;43.98794227;-84.8481986;30950
US;42.94400871;-84.60145248;79595
US;44.68255561;-84.61006219;14029
US;45.9048491;-86.9080745;35784
US;46.00999672;-87.86961634;25239
US;42.59599185;-84.83740035;110268
US;45.52625509;-84.89083249;33415
US;43.02244215;-83.70589709;405813
US;43.98901072;-84.38774817;25449
US;46.40862701;-89.69377193;13975
US;44.69565625;-85.55585247;93088
US;43.29265605;-84.60505416;40711
US;41.88753639;-84.59312019;45605
US;46.89988536;-88.68495385;35684
US;43.83353985;-83.04078453;30981
US;42.59716886;-84.37472069;292406
US;42.94502238;-85.07413319;64697
US;44.35486835;-83.63484895;25127
US;46.20974132;-88.53136251;11066
US;43.64060976;-84.84664923;69872
US;42.24807035;-84.42258681;158510
US;42.24542231;-85.53038622;265066
US;44.68512729;-85.09085699;18038
US;43.03197711;-85.54934642;656955
US;47.63197653;-88.41434263;2116
US;43.99050893;-85.802173;11853
US;43.09052506;-83.22153148;87607
US;44.94430054;-85.80150326;21761
US;41.89475156;-84.06603727;98451
US;42.60302282;-83.91297209;191995
US;46.47227431;-85.54471223;6229
US;46.07028979;-85.04980537;10799
US;42.69158356;-82.92752801;873972
US;44.33352407;-86.05626916;24558
US;46.4338914;-87.64043701;66699
US;43.99509218;-86.24988902;29144
US;43.64064262;-85.32463223;43453
US;45.58038692;-87.55370409;22780
US;43.64330771;-84.38804374;83156
US;44.33772443;-85.09256478;15118
US;41.92734151;-83.53749864;150500
US;43.31082541;-85.15252824;63888
US;45.0275929;-84.12696227;9328
US;43.29123859;-86.15176712;173566
US;43.554374;-85.80070107;48980
US;42.66090111;-83.38595416;1257584
US;43.64124435;-86.26726673;26467
US;44.33481032;-84.12725175;20997
US;46.6652262;-89.31390481;5720
US;43.98992088;-85.32566756;23460
US;44.68192279;-84.12939244;8241
US;45.02085831;-84.59898295;24668
US;42.95996803;-85.9969107;291830
US;45.34018577;-83.91498656;12592
US;44.33473082;-84.61067651;24019
US;43.33433923;-84.0513121;190539
US;42.92655373;-82.67937954;159128
US;41.91441767;-85.52797979;60964
US;43.42406072;-82.82055898;41170
US;46.19235734;-86.19972234;8094
US;42.953928;-84.14585902;68122
US;43.46606813;-83.41897025;52245
US;42.25190229;-86.01939087;75677
US;42.253105;-83.83853204;367601
US;42.28098405;-83.281255;1749343
US;44.33853602;-85.57712739;33631
US;46.60962049;-93.4116826;15886
US;45.27476015;-93.24604565;356921
US;46.93479392;-95.67158144;34423
US;47.97373527;-94.93732139;47188
US;45.69804958;-93.99514135;40889
US;45.42712824;-96.41403739;4991
US;44.03554215;-94.06699781;67653
US;44.24205652;-94.72562874;25008
US;46.59180601;-92.67601019;35871
US;44.82017001;-93.8009918;105089
US;46.95043611;-94.32603968;29779
US;45.02343421;-95.56403693;11800
US;45.5021011;-92.90861945;56579
